V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V66 V67 V68 V69 V70 V71 V72 V73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 V88 V89 V90
Scaffold9953_492716 NA NA 1 NA 0 NA 0 1 NA 0 1 0 NA 1 NA NA 0 NA 0 0 NA 1 0 NA 0 NA NA 1 0 NA NA 1 1 NA NA 1 1 1 NA NA 0 0 0 0 1 0 0 0 NA 1 1 0 NA 1 1 0 NA 1 0 1 1 0 NA 1 0 0 NA 0 1 NA 1 0 0 NA 1 0 1 NA 1 0 NA NA NA 1 0 NA 0 1 0 1
Scaffold9953_492752 1 1 1 2 2 2 1 1 2 2 1 2 1 2 2 1 2 1 2 1 1 2 1 2 2 1 1 1 2 2 2 2 1 2 2 2 1 1 1 1 1 2 1 1 2 1 2 2 1 1 2 2 2 1 2 1 2 2 2 1 2 1 2 1 2 1 1 1 2 1 2 2 2 1 1 1 1 2 1 2 2 2 1 2 2 2 2 2 1 1
Scaffold9953_1214769 1 1 1 2 2 2 1 1 2 2 1 2 1 2 2 1 2 1 2 1 1 2 1 2 2 1 1 1 2 2 2 2 1 2 2 2 1 1 1 1 1 2 1 1 2 1 2 2 1 1 2 2 2 1 2 1 2 2 2 1 2 1 2 1 2 2 1 1 2 1 2 2 2 1 1 1 1 2 1 2 2 2 1 2 2 2 2 2 1 1
Scaffold9953_1270382 NA 0 1 NA 1 NA 0 1 NA NA NA NA NA 2 NA NA 1 NA NA NA NA 2 0 NA 1 NA 1 NA NA 1 NA NA NA NA 2 2 0 NA NA NA 0 NA 0 0 NA 0 1 NA 1 1 2 1 2 1 NA NA NA NA NA 1 2 NA NA NA 1 NA NA 0 2 NA 2 1 1 NA NA 0 1 NA 1 1 2 NA NA NA NA NA 1 NA 0 1
Scaffold9953_1334346 NA 1 0 NA 2 NA 1 NA NA NA NA NA NA 1 NA 0 2 1 2 NA 0 NA 1 NA 2 NA NA 0 2 NA 1 NA NA NA NA 1 1 0 NA NA 1 2 1 1 NA 1 NA NA 0 0 1 2 NA 0 NA NA 2 NA 2 0 1 1 2 NA 2 2 0 2 NA NA 1 2 2 1 NA NA 0 1 NA NA 1 NA 0 NA 2 NA NA NA NA NA
Scaffold9953_1627082 1 1 1 0 0 0 1 0 0 0 1 0 1 0 0 1 0 1 0 1 1 0 1 0 0 1 1 1 0 0 0 0 1 0 0 0 1 1 1 1 1 0 1 1 0 1 0 0 1 1 0 0 0 1 0 1 0 0 0 1 0 1 0 1 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 1 0 0 0 0 0 1 1
Scaffold9953_1804473 NA NA 1 NA NA NA NA 1 NA 2 1 2 NA 1 2 1 NA 2 NA 2 1 1 2 NA 2 1 1 1 2 2 1 NA 1 1 NA NA 2 1 NA NA NA 2 2 2 1 2 2 NA 1 1 1 2 NA NA NA NA NA NA 2 1 1 2 NA 1 2 2 1 NA 1 NA 1 2 2 NA NA 2 1 NA 1 2 NA 2 1 1 2 NA 2 NA 2 NA
Scaffold9954_63083 NA 1 2 NA 1 NA 0 NA NA 2 1 2 1 1 NA 1 1 NA NA 2 2 1 NA NA NA 1 2 0 NA NA NA NA NA NA 2 2 NA NA NA NA NA 1 0 1 NA 2 NA 2 1 1 1 NA 1 1 NA 1 NA 0 2 1 1 1 1 0 0 2 NA 2 1 2 1 1 NA NA NA 1 1 1 NA 0 1 2 2 2 2 NA NA 1 NA 2
Scaffold9954_94607 NA NA NA NA NA 1 2 1 NA 0 1 NA NA 1 NA NA NA 2 NA 0 0 1 NA NA 2 1 0 2 1 0 2 NA NA 1 NA NA NA NA NA NA 2 1 2 1 1 0 1 NA 1 1 NA 0 1 1 1 NA NA NA NA 1 1 1 1 NA 2 NA 2 NA 1 NA 1 1 NA 1 NA 1 NA NA 0 NA NA NA NA NA 0 NA 1 1 0 NA
Scaffold9954_94753 1 0 1 1 0 1 0 0 1 1 1 1 0 1 0 1 0 0 1 1 1 1 0 0 0 0 1 0 1 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 0 0 0 1 0 1 1 1 0 0 0 0 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1
Scaffold9954_99575 1 0 1 1 0 1 0 0 1 1 1 1 0 1 0 1 0 0 1 1 1 1 0 0 0 0 1 0 1 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 0 0 0 1 0 1 1 1 0 0 0 0 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1
Scaffold9954_134579 1 0 1 1 0 1 0 0 1 1 1 1 0 1 0 1 0 0 1 1 1 1 0 0 0 0 1 0 1 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 0 0 0 1 0 1 1 1 0 0 0 0 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1
Scaffold9954_260566 0 1 1 1 1 0 0 1 0 1 0 1 1 0 0 0 1 0 0 1 1 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 1 0 0 0 0 0 1 1 1 0 1 0 0 0 1 0 0 1 1 0 0 1 0 0 0 1 0 0 1 0 1 0 1 1 1 0 1 0 1 0 0 1 0 0 1 1 1 1 1 0 1 1 1
Scaffold9954_260590 1 0 1 1 0 1 0 0 1 1 1 1 0 1 0 1 0 0 1 1 1 1 0 0 0 0 1 0 1 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 0 0 0 1 0 1 1 1 0 0 0 0 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1
Scaffold9954_316402 1 0 1 1 0 1 0 0 1 1 1 1 0 1 0 1 0 0 1 1 1 1 0 0 0 0 1 0 1 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 0 0 0 1 0 1 1 1 0 0 0 0 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1
Scaffold9954_349199 1 0 1 1 0 1 0 0 1 1 1 1 0 1 0 1 0 0 1 1 1 1 0 0 0 0 1 0 1 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 0 0 0 1 0 1 1 1 0 0 0 0 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1
Scaffold9954_349371 1 0 0 0 0 1 1 0 1 0 1 0 0 1 1 1 0 1 1 0 0 1 1 1 1 0 0 1 1 0 1 1 0 0 0 0 1 0 1 1 1 1 1 0 0 0 1 0 1 1 1 0 1 1 0 0 1 1 0 1 1 1 0 1 1 0 1 0 1 0 0 0 1 0 1 0 1 1 0 1 1 0 0 0 0 0 1 0 0 0
Scaffold9954_379014 0 1 1 1 1 0 0 1 0 1 0 1 1 0 0 0 1 0 0 1 1 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 1 0 0 0 0 0 1 1 1 0 1 0 0 0 1 0 0 1 1 0 0 1 0 0 0 1 0 0 1 0 1 0 1 1 1 0 1 0 1 0 0 1 0 0 1 1 1 1 1 0 1 1 1
Scaffold9954_525303 1 0 1 1 0 1 0 0 1 1 1 1 0 1 0 1 0 0 1 1 1 1 0 0 0 0 1 0 1 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1
Scaffold9954_652036 0 1 1 1 1 0 0 1 0 1 0 1 1 0 0 0 1 0 0 1 1 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 1 0 0 0 0 0 1 1 1 0 1 0 0 0 1 0 0 1 1 0 0 1 0 0 0 1 0 0 1 0 1 0 1 1 1 0 1 0 1 0 0 1 0 0 1 1 1 1 1 0 1 1 1
Scaffold9954_784227 NA 1 0 NA NA NA NA NA NA 0 NA 0 NA NA 2 1 1 2 NA NA 0 1 NA NA NA 1 NA 2 1 NA 2 NA NA NA 0 0 2 NA NA 1 NA 1 NA 1 1 0 1 0 1 1 1 0 NA 1 NA NA 2 NA 0 NA 1 1 NA 2 2 1 NA 0 1 0 1 1 2 NA NA 1 1 1 0 NA NA NA 0 NA NA NA NA NA 0 0
Scaffold9954_1009642 1 0 1 1 0 1 0 0 1 1 1 1 0 1 0 1 0 0 1 1 1 1 0 0 0 0 1 0 1 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1
Scaffold9955_51009 1 1 2 1 1 2 2 1 1 2 2 2 2 1 2 2 1 2 1 2 2 1 1 2 2 1 1 2 1 2 1 2 2 2 1 2 1 2 2 2 1 1 1 1 2 1 2 2 1 2 2 2 1 2 2 2 2 1 2 1 1 1 1 2 2 1 1 1 1 2 2 2 2 1 1 1 1 2 2 2 2 1 1 1 2 1 2 1 2 2
Scaffold9955_277659 1 1 1 1 0 1 0 0 0 0 0 1 1 0 0 1 1 1 0 1 1 0 0 1 1 1 0 1 0 0 0 0 1 1 0 0 1 0 1 0 0 1 0 1 1 1 0 0 1 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 1 1 1 1 1 0 1 1 0 0 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
Scaffold9955_398437 0 0 1 0 0 1 1 0 0 1 1 1 1 0 1 1 0 1 0 1 1 0 0 1 1 0 0 1 0 1 0 1 1 1 0 1 0 1 1 1 1 0 0 0 1 0 1 1 0 1 1 1 0 1 1 1 1 0 1 0 0 0 0 1 1 0 0 0 0 1 1 1 1 0 0 0 0 1 1 1 1 0 0 0 1 0 0 0 1 1
Scaffold9955_426027 0 0 1 0 0 1 1 0 0 1 1 1 1 0 1 1 0 1 0 1 1 0 0 1 1 0 0 1 0 1 0 1 1 1 0 1 0 1 1 1 1 0 0 0 1 0 1 1 0 1 1 1 0 1 1 1 1 0 1 0 0 0 0 1 1 0 0 0 0 1 1 1 1 0 0 0 0 1 1 1 1 0 0 0 1 0 0 0 1 1
Scaffold9955_428103 0 0 1 0 0 1 1 0 0 1 1 1 1 0 1 1 0 1 0 1 1 0 0 1 1 0 0 1 0 1 0 1 1 1 0 1 0 1 1 1 1 0 0 0 1 0 1 1 0 1 1 1 0 1 1 1 1 0 1 0 0 0 0 1 1 0 0 0 0 1 1 1 1 0 0 0 0 1 1 1 1 0 0 0 1 0 0 0 1 1
Scaffold9955_495414 1 1 0 1 1 0 0 1 1 0 0 0 0 1 0 0 1 0 1 0 0 1 1 0 0 1 1 0 1 0 1 0 0 0 1 0 1 0 0 0 0 1 1 1 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 1 1 1 1 0 0 1 1 1 1 0 0 0 0 1 1 1 1 0 0 0 0 1 1 1 0 1 1 1 0 0
Scaffold9955_754519 0 0 0 0 1 0 1 1 1 1 1 0 0 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 1 1 1 1 0 0 1 1 0 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
Scaffold9955_923595 0 0 0 0 1 0 1 1 1 1 1 0 0 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 1 1 1 1 0 0 1 1 0 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
Scaffold9955_1157027 0 0 0 0 1 0 1 1 1 1 1 0 0 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 1 1 1 1 0 0 1 1 0 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
Scaffold9955_1214049 NA 2 1 NA 1 NA 0 NA 1 0 NA NA NA NA 0 1 2 NA 1 1 1 1 NA NA 0 2 1 1 1 NA 1 NA NA 1 1 NA NA NA NA NA 0 NA 1 2 1 2 1 0 2 1 1 NA NA NA NA 0 NA NA 1 NA 2 2 2 1 NA 2 2 NA NA NA 1 1 NA NA NA 2 2 1 NA NA NA NA 2 2 1 NA 1 2 1 1
Scaffold9955_1220722 2 NA 1 NA NA NA 0 NA NA 0 NA NA NA 1 NA NA 2 1 1 1 NA NA 1 NA 1 2 1 1 1 0 1 NA 1 NA NA 0 2 0 NA 0 0 2 1 2 1 2 1 0 2 1 1 2 NA 1 1 NA 1 1 1 1 NA 2 2 1 NA 2 2 NA 2 NA 1 1 NA NA 1 2 2 1 0 NA 1 NA 2 2 1 NA 1 NA 1 NA
Scaffold9955_1467257 1 1 1 1 2 1 2 2 2 2 2 1 2 2 2 1 1 1 2 1 1 2 2 1 1 1 2 1 2 2 2 2 1 1 2 2 1 2 1 2 2 1 2 1 1 1 2 2 1 1 1 1 1 1 1 2 1 2 1 2 1 1 1 1 1 1 1 1 1 2 1 1 2 2 2 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1
Scaffold9955_1691735 NA NA 1 NA 1 NA NA 1 NA NA NA 1 NA 1 NA NA 2 1 1 NA 1 1 NA NA NA NA NA NA NA NA 2 NA 1 1 NA 0 2 0 NA NA 0 2 1 NA 1 2 1 0 2 1 1 2 NA NA NA NA NA 1 1 1 NA 2 2 NA 2 NA NA 2 2 0 NA 1 NA NA NA 2 2 NA 0 2 1 NA 2 NA 1 NA NA NA NA 1
Scaffold9956_91774 0 1 0 0 1 0 1 0 1 1 1 0 0 1 0 1 1 1 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 1 0 1 1 0 1 0 1 1 0 1 1 1 1 1 1 0 0 0 0 1 1 1 0 0 0 1 1 1 1 1
Scaffold9956_1026894 0 0 1 0 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0 1 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 1 1 0 1 0 0 0 1 0 0 0 0 1 0 1 1 1 0 0 0 1 0 0 0 0 0 1 0 1 1 0 1
Scaffold9956_1161024 1 1 0 1 0 1 0 0 1 0 1 1 1 1 0 1 0 1 1 1 1 0 0 1 0 1 1 0 0 0 0 0 0 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 0 0 1 1 0 1 1 1 0 1 0 0 1 0 1 1 1 0 1 1 1 1 0 1 0 0 0 1 1 1 0 1 1 1 1 1 0 1 0 0 1 0
Scaffold9956_1231892 0 1 0 0 1 0 1 0 1 1 1 0 0 1 0 1 1 1 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 1 0 1 1 0 0 0 1 1 0 1 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 1 1 1 1
Scaffold9956_1322789 1 1 0 1 0 1 0 0 1 0 1 1 1 1 0 1 0 1 1 1 1 0 0 1 0 1 1 0 0 0 0 0 0 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 0 0 1 1 0 1 1 1 0 1 0 0 1 0 1 1 1 0 1 1 1 1 0 1 0 0 0 1 1 1 0 1 1 1 1 1 0 1 0 0 1 0
Scaffold9956_1458434 1 1 2 1 2 1 2 1 1 2 1 1 1 1 2 1 2 1 1 1 1 2 2 1 2 1 1 2 2 2 2 2 2 1 1 1 1 1 2 2 1 1 1 2 1 1 2 1 2 2 1 1 2 1 1 1 2 1 2 2 1 2 1 1 1 2 1 1 1 1 2 1 2 2 2 1 1 1 2 1 1 1 1 1 2 1 2 2 1 2
Scaffold9956_1593787 0 1 0 0 1 0 1 0 1 1 1 0 0 1 0 1 1 1 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 1 1 0 1 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 1 1 1 1
Scaffold9956_1659449 NA NA 1 NA 2 NA NA 1 NA 2 NA NA NA 1 1 1 2 NA 0 NA 0 1 NA NA NA NA 1 1 2 NA NA NA NA NA 0 1 1 NA NA NA NA NA NA 1 NA 0 1 NA 2 1 1 0 2 NA NA NA NA NA 1 2 NA 2 1 NA NA 1 1 NA 0 NA 2 1 NA NA NA 0 0 NA 1 NA NA 1 0 NA NA NA 2 2 1 2
Scaffold9956_1659489 1 1 0 1 0 1 0 1 1 0 1 1 1 1 0 1 0 1 1 1 1 0 0 1 0 1 1 0 0 0 0 0 0 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 0 0 1 1 0 1 1 1 0 1 0 0 1 0 1 1 1 0 1 1 1 1 0 1 0 0 0 1 1 1 0 1 1 1 1 1 0 1 0 0 1 0
Scaffold9956_1659495 1 0 1 1 0 1 0 1 0 0 0 1 1 0 1 0 0 0 1 1 1 1 1 0 0 0 0 1 0 0 0 0 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 0 1 0 0 1 1 1 0 0 1 0 0 0 0 0 0 1 1 1 1 1 0 0 1 1 1 0 0 0 0 0
Scaffold9956_1686127 NA 1 1 NA NA NA 0 NA NA 0 NA 2 NA 1 NA NA 0 1 NA 2 NA 1 1 NA NA 1 1 1 NA NA 0 NA 1 2 2 NA NA 2 NA NA 2 NA NA 1 NA 2 1 2 NA 1 1 2 NA NA 2 2 NA NA 1 0 2 0 1 NA 2 1 NA NA 2 NA 0 1 NA NA NA 2 2 NA NA NA NA NA 2 NA NA NA NA NA 1 NA
Scaffold9956_1767074 1 1 0 1 0 1 0 1 1 0 1 1 1 1 0 1 0 1 1 1 1 0 0 1 0 1 1 0 0 0 0 0 0 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 0 0 1 1 0 1 1 1 0 1 0 0 1 0 1 1 1 0 1 1 1 1 0 1 0 0 0 1 1 1 0 1 1 1 1 1 0 1 0 0 1 0
Scaffold9956_1767199 1 2 1 1 2 1 2 1 2 2 2 1 1 2 1 2 2 2 1 1 1 1 1 2 2 2 2 1 2 2 2 2 1 1 1 2 2 1 1 1 1 1 2 1 1 1 1 1 2 1 2 1 2 1 1 1 1 1 1 2 1 2 2 1 1 1 2 2 1 2 2 2 2 2 2 1 1 1 1 1 2 2 1 1 1 2 2 2 2 2
Scaffold9957_97504 NA NA 2 NA 1 1 2 NA NA 2 NA NA NA 2 NA NA NA NA 1 NA NA NA 1 NA 2 1 1 1 2 2 NA 1 NA NA NA 1 2 1 NA NA 1 2 2 NA NA 2 NA NA 1 NA 1 1 NA NA 2 2 NA 2 NA NA NA 1 1 1 2 1 2 2 NA NA NA 2 NA NA NA 2 NA NA NA NA 1 NA NA 2 1 NA 2 NA 1 2
Scaffold9957_640469 2 1 2 1 2 2 1 2 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 2 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 2 1 2 2 2 1 1 1 1 2 2 1 2 2 1 2 1 1 1 1 1 2 2 2 2 2 1 2 2 1 1 2 1 1 2 1 1 1 1 2 2 1 2 1 2 2 1 1 1 2 1
Scaffold9957_1031711 NA 1 NA NA 1 NA NA 1 NA 2 NA 2 NA 2 NA 1 1 1 1 2 2 2 NA NA 2 1 1 1 2 2 NA NA NA NA 1 1 2 1 NA NA 1 2 2 2 1 NA 2 2 1 2 1 1 NA 1 2 NA NA 2 2 1 2 1 NA 1 2 1 2 2 NA 2 1 2 NA NA NA 2 2 2 2 2 NA NA 1 2 1 NA 2 NA 1 NA
Scaffold9957_1031723 0 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 0 0 0 1 1 1 1 0 0 1 0 0 1 0 1 1 1 1 1 0 0 0 0 0 1 0 0 1 1 0 1 1 0 1 1 1 1 0 0 1 0 1 0 0 1 1 1 0 1
Scaffold9957_1652946 NA NA NA NA NA NA NA NA 0 NA 0 NA 1 1 NA 0 0 0 0 NA 2 1 NA NA NA 0 NA NA NA 1 2 NA NA NA NA NA 1 0 NA NA NA 2 NA NA NA 1 1 NA 1 2 0 1 1 NA NA 1 NA NA 1 0 NA 1 1 NA NA 0 2 2 1 1 1 1 NA NA NA 1 1 NA 2 NA 0 NA 0 NA 1 1 1 NA 1 NA
Scaffold9957_1716562 1 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 1 1 0 1 1 0 1 0 0 0 0 0 1 1 1 1 1 0 1 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 1 1 0 0 0 1 0
Scaffold9958_90196 1 0 0 1 1 0 1 0 0 0 1 1 0 1 1 0 0 0 0 1 1 0 1 0 1 1 1 0 1 1 1 0 1 1 0 0 1 0 1 1 0 1 0 0 1 0 1 1 0 0 0 0 1 1 0 0 0 0 0 1 1 0 1 1 1 1 0 1 0 0 1 0 1 1 0 1 1 1 0 1 1 1 1 1 0 0 0 0 0 1
Scaffold9958_90306 1 1 0 0 0 1 1 0 0 1 1 0 1 0 0 0 1 0 1 1 1 0 0 0 0 1 1 1 0 0 0 1 0 0 1 1 0 0 1 0 1 1 1 0 0 0 0 1 0 1 1 1 1 0 1 0 0 1 0 1 1 1 0 1 0 1 1 1 0 1 1 0 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 0 0 0
Scaffold9958_90318 NA 1 0 NA NA 1 NA NA NA 1 2 1 1 1 NA 0 1 0 1 2 NA 0 1 NA 1 2 2 2 NA 1 1 1 1 NA 1 1 1 NA NA NA NA 2 1 NA NA 0 1 2 0 NA 1 1 2 1 1 0 0 NA 0 2 2 NA 1 2 NA 2 NA NA 0 1 2 0 1 NA NA 1 2 2 NA NA 1 NA NA 1 NA NA 1 0 0 NA
Scaffold9958_120662 1 0 0 1 1 0 1 0 0 0 1 1 0 1 1 0 0 0 0 1 1 0 1 0 1 1 1 0 1 1 1 0 1 1 0 0 1 0 1 1 0 1 0 0 1 0 1 1 0 0 0 0 1 1 0 0 0 0 0 1 1 0 1 1 1 1 0 1 0 0 1 0 1 1 0 1 1 1 0 1 1 1 1 1 0 0 0 0 0 1
Scaffold9958_120807 2 1 0 NA 1 NA 2 0 NA 1 NA 1 NA 1 NA 0 1 NA 1 2 NA 0 1 NA NA NA NA 1 NA 1 NA NA NA NA 1 1 1 NA NA NA NA 2 1 NA 1 0 NA NA 0 1 1 1 NA NA NA 0 NA 1 0 2 2 NA 1 2 1 2 1 2 0 1 2 0 1 NA NA NA 2 NA 0 1 NA NA 2 NA NA NA NA 0 0 NA
Scaffold9958_209955 NA NA 1 NA 2 NA 1 NA NA NA NA NA NA 2 NA 1 0 NA NA NA NA NA NA NA NA NA 1 NA 2 NA 2 NA NA NA 0 NA 2 1 NA NA NA 1 0 1 NA 1 2 NA 1 0 NA 0 1 NA 0 1 1 NA 1 1 NA NA 2 1 2 1 NA NA 1 NA 1 1 NA NA NA 2 NA NA NA 2 2 NA 1 2 1 NA 0 NA NA 2
Scaffold9958_294627 NA 1 NA NA NA 1 0 NA NA 1 0 1 NA 1 1 NA 1 2 1 0 0 2 1 NA 1 0 NA 1 1 1 1 NA 1 NA 1 1 NA 2 0 NA 1 NA 1 2 1 2 1 NA 2 1 1 NA 0 1 2 2 2 1 2 0 0 NA 1 0 NA 0 1 NA 2 NA 0 2 1 0 NA 1 0 0 NA NA NA NA 0 1 2 NA 1 NA 2 NA
Scaffold9958_294693 1 0 0 1 1 0 1 0 0 0 1 1 0 1 1 0 0 0 0 1 1 0 1 0 1 1 1 0 1 1 1 0 1 1 0 0 1 0 1 1 0 1 0 0 1 0 1 1 0 0 0 0 1 1 0 0 0 0 0 1 1 0 1 1 1 1 0 1 0 0 1 0 1 1 0 1 1 1 0 1 1 1 1 1 0 0 0 0 0 1
Scaffold9958_294726 1 1 2 2 2 1 1 2 2 1 1 2 1 2 2 2 1 2 1 1 1 2 2 2 2 1 1 1 2 2 2 1 2 2 1 1 2 2 1 2 1 1 1 2 2 2 2 1 2 1 1 1 1 2 1 2 2 1 2 1 1 1 2 1 2 1 1 1 2 1 1 2 2 1 2 2 1 1 2 2 2 2 1 2 2 1 1 2 2 2
Scaffold9958_341042 2 1 1 2 2 1 2 1 1 1 2 2 1 2 2 1 1 1 1 2 2 1 2 1 2 2 2 1 2 2 2 1 2 2 1 1 2 1 2 2 1 2 1 1 2 1 2 2 1 1 1 1 2 2 1 1 1 1 1 2 2 1 2 2 2 2 1 2 1 1 2 1 2 2 1 2 2 2 1 2 2 2 2 2 1 1 1 1 1 2
Scaffold9958_388080 2 1 1 2 2 1 2 1 1 1 2 2 1 2 2 1 1 1 1 2 2 1 2 1 2 2 2 1 2 2 2 1 2 2 1 1 2 1 2 2 1 2 1 1 2 1 2 2 1 1 1 1 2 2 1 1 1 1 1 2 2 1 2 2 2 2 1 2 1 1 2 1 2 2 1 2 2 2 1 2 2 2 2 2 1 1 1 1 1 2
Scaffold9958_395000 1 NA 1 NA 0 NA NA NA NA 2 NA 0 NA 0 0 1 2 1 NA NA NA NA NA NA 0 1 NA NA 0 0 0 2 0 NA NA NA NA NA NA NA 2 1 2 NA NA 1 NA 1 1 2 2 2 1 0 2 1 NA NA 1 NA 1 2 0 1 NA 1 2 NA 1 NA NA 1 NA NA NA 0 1 NA 1 NA NA NA NA 0 NA NA 2 NA 1 NA
Scaffold9958_432015 0 1 1 0 0 1 0 1 1 1 0 0 1 0 0 1 1 1 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 1 1 0 1 0 0 1 0 1 1 0 1 0 0 1 1 1 1 0 0 1 1 1 1 1 0 0 1 0 0 0 0 1 0 1 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0
Scaffold9958_800118 2 2 1 1 1 2 2 1 1 2 2 1 2 1 1 1 2 1 2 2 2 1 1 1 1 2 2 2 1 1 1 2 1 1 2 2 1 1 2 1 2 2 2 1 1 1 1 2 1 2 2 2 2 1 2 1 1 2 1 2 2 2 1 2 1 2 2 2 1 2 2 1 1 2 1 1 2 2 1 1 1 1 2 1 1 2 2 1 1 1
Scaffold9958_800124 0 1 1 0 0 1 0 1 1 1 0 0 1 0 0 1 1 1 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 1 1 0 1 1 0 1 0 1 1 0 1 0 0 1 1 1 1 0 0 1 1 1 1 1 0 0 1 0 0 1 0 1 0 1 1 0 1 0 0 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 0
