"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90"
"Scaffold9950_1688177" NA 0 0 NA 2 NA NA 2 NA NA NA 2 NA 1 1 1 0 1 2 2 2 2 NA NA 1 0 1 1 NA 2 1 NA 2 2 1 NA 1 2 NA 1 0 NA 0 1 1 NA 0 NA 2 1 1 NA 2 0 NA 1 2 NA 2 2 NA 0 1 NA 2 1 2 0 NA 1 1 2 2 1 0 2 1 NA 0 2 0 NA 1 1 0 NA 0 1 1 1
"Scaffold9951_110924" NA NA NA NA NA NA 1 NA NA NA 1 1 NA 1 NA 2 NA NA 2 1 2 1 NA NA 2 NA 1 1 1 NA 2 NA 1 NA NA 2 2 1 NA NA 1 NA NA NA NA 1 1 2 2 NA NA 2 NA NA 2 1 NA NA 2 NA 2 NA NA NA 2 1 2 2 1 1 NA 2 2 NA NA 1 2 NA NA NA 2 NA 2 NA 2 NA NA NA 1 NA
"Scaffold9951_163727" NA 2 NA NA NA NA NA NA NA 2 2 2 NA NA 2 NA 1 2 2 NA 1 2 2 NA NA 1 1 2 NA NA 2 NA 2 NA 2 NA NA 1 NA NA 1 NA 1 2 2 2 1 2 1 2 1 1 1 1 NA 1 1 NA 2 1 NA 1 2 NA NA 2 NA NA NA NA 2 1 NA NA NA 2 NA 2 1 NA 2 NA NA 1 2 NA 2 NA 1 NA
"Scaffold9951_795903" NA 1 NA NA 0 NA NA 0 1 1 1 1 NA 1 NA 0 1 0 0 NA NA 1 0 NA 0 1 1 NA 1 NA 0 NA NA NA 1 NA NA 1 NA NA 1 NA NA NA NA 1 1 NA 0 1 1 NA NA 0 0 1 NA NA NA 1 0 0 0 NA 0 1 NA 0 1 NA 0 0 NA NA NA 1 0 0 0 0 0 NA 0 1 0 NA 1 NA NA 1
"Scaffold9951_1482243" NA 0 1 NA 1 NA 0 NA NA 0 0 0 0 0 NA 1 0 1 1 NA 1 0 NA NA 1 NA NA 0 NA NA 1 NA NA NA NA NA 1 NA NA 1 0 NA NA NA 1 0 NA 1 NA 0 0 1 NA 1 1 0 NA NA 1 0 1 1 1 NA 1 0 NA NA 0 NA NA 1 1 0 NA 0 1 NA NA NA 1 NA 1 0 1 NA 0 NA NA 0
"Scaffold9951_1503505" NA NA 1 NA NA NA 1 1 0 NA 0 NA NA 0 0 NA 1 0 0 NA 1 NA 0 NA 0 1 NA NA 0 1 0 NA NA NA NA 1 1 1 NA NA 1 NA 1 0 0 0 1 NA 1 0 NA 1 1 1 0 NA NA 0 0 1 NA 1 0 0 1 0 NA 0 1 1 0 1 NA NA NA 0 NA 0 1 NA NA NA NA 1 0 NA 0 NA 1 NA
"Scaffold9951_1827884" NA NA 0 NA 1 NA NA NA NA 2 NA 2 NA 2 NA 0 1 1 1 NA 0 NA 1 NA 0 1 1 NA 2 0 1 0 NA NA 2 0 0 1 NA NA 1 0 NA NA 1 2 NA NA NA 2 NA 0 0 0 1 1 NA NA 1 1 1 0 NA NA 0 2 0 1 NA 1 1 0 0 NA 1 NA NA NA 0 NA NA NA NA NA NA NA 2 NA 1 NA
"Scaffold9951_1835429" NA 0 NA NA 1 NA 1 NA 0 0 NA NA NA 0 NA NA NA NA NA 0 NA 0 NA NA 2 1 1 NA 0 NA NA NA NA NA 0 2 NA 1 NA NA 1 2 2 0 NA 0 1 NA NA 0 NA 2 2 NA NA NA NA NA 1 1 NA NA 1 NA NA 0 NA 1 1 NA 1 2 NA NA 1 0 1 1 NA NA 1 NA 2 NA 1 NA NA 1 1 NA
"Scaffold9952_141667" NA NA NA NA 0 NA 1 1 0 0 0 0 1 1 NA 0 1 0 1 1 0 1 1 NA NA 1 0 0 NA NA 1 NA NA 0 0 NA NA 1 0 NA NA NA NA NA 0 1 1 1 1 0 0 1 1 0 NA NA NA 0 1 1 NA 1 1 0 NA 1 1 0 1 NA NA 1 1 NA NA 1 NA 1 1 NA 1 NA NA 0 1 0 0 1 1 0
"Scaffold9952_223949" NA 1 2 NA 2 NA 1 1 NA NA 2 NA 1 1 NA NA 1 2 NA 1 2 1 1 NA 2 1 2 NA 2 NA 1 NA 1 NA 2 NA 2 1 NA 2 1 NA NA 2 NA 1 1 NA 1 2 2 1 1 2 NA 1 1 NA 1 NA 2 1 1 2 NA 1 1 2 NA NA 2 NA 1 1 NA NA 2 1 1 NA 1 NA 1 NA 1 NA 2 1 1 2
"Scaffold9952_440667" NA NA 0 NA NA NA 1 1 0 0 NA NA NA 1 1 0 1 NA 1 NA 0 1 1 NA NA NA NA 0 0 1 NA NA 1 0 0 0 NA NA NA NA 1 1 NA 0 0 1 1 1 NA NA NA NA 1 0 0 1 NA 0 1 1 0 1 1 0 1 1 NA 0 1 1 0 1 NA NA NA 1 0 NA 1 NA 1 NA NA NA 0 NA 0 1 1 0
"Scaffold9952_464920" NA NA 1 NA NA NA NA NA NA 1 1 1 NA NA NA NA 0 1 0 NA NA 0 0 NA 1 0 NA 1 1 0 NA NA NA 1 1 NA NA NA NA NA NA 0 NA NA NA 0 0 0 0 NA 1 0 0 1 1 0 0 NA 0 0 NA 0 0 1 0 NA NA NA 0 0 NA 0 0 NA NA 0 1 NA NA NA 0 NA 0 NA NA NA 1 0 0 NA
"Scaffold9952_464961" NA NA 0 NA 0 NA 0 NA NA 0 1 1 NA 1 NA NA 1 1 1 NA 1 NA 0 NA 0 0 NA 0 1 1 NA NA NA 0 1 NA NA NA 0 NA 1 NA NA NA NA 1 0 0 0 0 1 1 NA 0 1 1 1 NA 1 1 1 0 1 1 0 NA 0 NA 1 1 NA 0 1 NA NA 1 0 NA NA 0 0 NA 1 0 NA NA 1 1 1 NA
"Scaffold9952_521464" 1 1 0 NA 0 NA 1 NA NA 0 0 0 NA 1 NA 0 NA 0 NA NA 0 1 1 NA 0 1 NA 0 0 NA NA NA NA 0 0 0 0 1 NA NA 1 1 NA NA NA 1 1 1 1 0 0 1 1 NA NA NA NA 0 1 NA 0 1 1 0 NA 1 1 0 1 NA NA 1 1 1 NA NA 0 1 1 NA NA NA 1 0 NA NA 0 NA NA 0
"Scaffold9952_848408" NA 0 NA NA NA 1 0 NA NA NA NA NA NA 1 1 1 NA 1 NA NA NA 1 NA 0 0 0 1 0 1 NA NA NA NA NA NA 0 1 1 0 NA 1 1 0 NA NA NA 0 0 NA 0 NA NA NA 0 NA NA NA NA 1 1 NA 0 1 NA 0 NA 0 0 1 NA NA NA 1 NA NA 1 0 0 0 NA NA NA NA NA NA NA 1 NA 1 1
"Scaffold9952_1031655" NA 1 2 NA NA NA NA NA NA NA NA 1 NA 0 NA 1 NA 1 0 NA NA 0 1 NA 2 1 NA NA 1 NA NA NA NA NA 1 2 NA 0 NA NA 0 0 NA 1 2 0 1 1 NA 2 NA 0 NA 2 1 0 0 NA 0 0 1 1 NA NA 1 NA NA NA NA NA 1 1 NA 1 NA NA NA NA 1 NA 1 2 0 2 NA NA 1 NA 0 1
"Scaffold9952_1062974" NA NA 2 NA NA NA NA NA NA 2 NA NA NA 1 NA NA 1 2 1 1 2 NA 1 NA 2 NA NA 2 NA 1 1 NA 1 NA 2 2 2 1 NA NA 1 NA NA NA 2 1 1 1 1 2 2 1 1 2 NA 1 NA 2 1 1 2 1 1 2 1 NA 1 2 1 NA NA 1 NA NA NA 1 2 NA 1 NA NA NA NA NA NA NA 2 NA 1 NA
"Scaffold9952_1380337" NA NA 1 NA 1 NA NA NA NA NA 1 1 NA 2 1 1 NA 1 2 2 1 2 NA NA 1 2 1 1 1 NA 2 NA NA NA 1 NA 1 NA NA NA 2 NA 2 1 1 2 2 2 2 1 1 2 2 NA 1 2 NA 1 2 2 1 2 2 1 2 NA 2 NA 2 NA 1 2 NA NA 2 2 1 2 2 NA 2 NA 2 NA NA NA 1 NA 2 NA
"Scaffold9952_1590072" NA 1 NA NA 2 NA 1 NA 2 2 NA 2 NA 1 NA NA 1 2 1 1 NA 1 1 NA NA 1 2 NA 2 1 NA NA 1 2 NA NA 2 1 NA NA 1 NA NA 2 NA NA 1 1 1 2 NA 1 1 NA NA NA NA NA 2 NA 2 1 NA NA 1 NA NA 2 1 NA 2 1 NA NA NA 1 2 NA 1 NA 1 NA 1 2 NA NA 2 NA 1 NA
"Scaffold9952_1633535" NA NA 1 NA 1 NA 0 NA 1 1 NA 2 NA 1 NA NA 1 2 NA 0 2 1 0 NA NA NA 2 1 NA 1 NA NA NA 1 2 1 2 1 NA NA 1 NA 0 NA 1 NA NA 0 NA 1 2 1 NA 1 2 1 NA 1 1 1 2 0 NA 2 0 0 0 NA NA 1 2 0 2 0 NA 1 1 0 NA NA NA NA 1 NA 0 NA 2 NA NA 2
"Scaffold9953_70564" NA NA NA NA 1 NA NA NA NA 1 0 1 NA 1 NA NA 1 NA 1 0 NA 1 NA NA 1 0 0 0 1 NA 1 NA NA 1 1 1 NA NA NA NA NA 1 NA NA NA 0 1 NA 0 0 NA NA NA NA NA 0 NA NA 1 0 1 0 1 0 1 0 0 NA NA NA 1 1 NA NA NA 0 0 NA 0 1 NA NA NA 1 NA NA 1 1 NA 0
"Scaffold9953_492715" NA NA 0 NA 2 NA 1 0 NA 2 0 2 NA 1 NA NA 2 NA 2 NA NA 1 1 NA 2 NA NA 0 2 NA NA 1 0 NA NA 1 0 0 NA NA 2 2 1 1 1 1 2 2 NA 0 1 2 NA 0 1 1 NA 1 2 0 1 1 NA 0 2 1 NA 1 1 NA 1 2 2 NA 0 1 0 NA 0 2 NA NA NA 1 2 NA 2 1 1 0
"Scaffold9953_492716" NA NA 1 NA 0 NA 0 1 NA 0 1 0 NA 1 NA NA 0 NA 0 0 NA 1 0 NA 0 NA NA 1 0 NA NA 1 1 NA NA 1 1 1 NA NA 0 0 0 0 1 0 0 0 NA 1 1 0 NA 1 1 0 NA 1 0 1 1 0 NA 1 0 0 NA 0 1 NA 1 0 0 NA 1 0 1 NA 1 0 NA NA NA 1 0 NA 0 1 0 1
"Scaffold9953_492752" NA NA 1 NA 2 NA 1 1 NA 2 1 2 NA 2 NA 1 2 NA 2 NA NA 2 1 NA 2 NA NA 1 2 NA NA 2 1 NA NA 2 1 1 NA NA 1 2 1 1 2 1 NA 2 NA 1 2 2 NA NA 2 1 NA 2 2 1 2 1 NA 1 2 1 NA 1 2 NA 2 2 2 NA 1 1 1 NA 1 2 NA NA NA 2 2 NA 2 2 1 NA
"Scaffold9953_1214769" NA 1 NA NA NA NA NA NA NA 2 NA NA 1 2 NA 2 2 1 NA NA 1 2 1 NA NA 1 NA 1 2 2 NA NA 1 NA 2 NA 1 NA NA NA NA NA NA 1 2 1 2 NA 1 1 2 NA 2 2 2 NA NA NA NA NA NA 1 2 NA NA 2 NA NA 2 2 2 2 2 1 NA 2 1 NA 1 NA NA NA NA NA 2 NA 2 2 1 NA
"Scaffold9953_1270382" NA 0 1 NA 1 NA 0 1 NA NA NA NA NA 2 NA NA 1 NA NA NA NA 2 0 NA 1 NA 1 NA NA 1 NA NA NA NA 2 2 0 NA NA NA 0 NA 0 0 NA 0 1 NA 1 1 2 1 2 1 NA NA NA NA NA 1 2 NA NA NA 1 NA NA 0 2 NA 2 1 1 NA NA 0 1 NA 1 1 2 NA NA NA NA NA 1 NA 0 1
"Scaffold9953_1334346" NA 1 0 NA 2 NA 1 NA NA NA NA NA NA 1 NA 0 2 1 2 NA 0 NA 1 NA 2 NA NA 0 2 NA 1 NA NA NA NA 1 1 0 NA NA 1 2 1 1 NA 1 NA NA 0 0 1 2 NA 0 NA NA 2 NA 2 0 1 1 2 NA 2 2 0 2 NA NA 1 2 2 1 NA NA 0 1 NA NA 1 NA 0 NA 2 NA NA NA NA NA
"Scaffold9953_1627082" NA 1 1 NA 0 NA 1 NA NA 0 NA 0 NA 0 NA NA 0 1 0 1 1 NA NA NA NA NA 1 NA 0 NA 0 NA NA NA 0 0 NA 1 NA NA 1 0 NA NA 0 NA 0 0 1 1 0 0 0 NA 0 NA NA NA 0 NA NA 1 0 1 NA 0 1 1 0 NA 0 NA 0 NA NA NA NA 0 1 NA 0 NA 1 0 NA NA 0 NA NA NA
"Scaffold9953_1804473" NA NA 1 NA NA NA NA 1 NA 2 1 2 NA 1 2 1 NA 2 NA 2 1 1 2 NA 2 1 1 1 2 2 1 NA 1 1 NA NA 2 1 NA NA NA 2 2 2 1 2 2 NA 1 1 1 2 NA NA NA NA NA NA 2 1 1 2 NA 1 2 2 1 NA 1 NA 1 2 2 NA NA 2 1 NA 1 2 NA 2 1 1 2 NA 2 NA 2 NA
"Scaffold9954_63083" NA 1 2 NA 1 NA 0 NA NA 2 1 2 1 1 NA 1 1 NA NA 2 2 1 NA NA NA 1 2 0 NA NA NA NA NA NA 2 2 NA NA NA NA NA 1 0 1 NA 2 NA 2 1 1 1 NA 1 1 NA 1 NA 0 2 1 1 1 1 0 0 2 NA 2 1 2 1 1 NA NA NA 1 1 1 NA 0 1 2 2 2 2 NA NA 1 NA 2
"Scaffold9954_94607" NA NA NA NA NA 1 2 1 NA 0 1 NA NA 1 NA NA NA 2 NA 0 0 1 NA NA 2 1 0 2 1 0 2 NA NA 1 NA NA NA NA NA NA 2 1 2 1 1 0 1 NA 1 1 NA 0 1 1 1 NA NA NA NA 1 1 1 1 NA 2 NA 2 NA 1 NA 1 1 NA 1 NA 1 NA NA 0 NA NA NA NA NA 0 NA 1 1 0 NA
"Scaffold9954_94753" NA 0 1 NA NA 1 0 NA NA NA 1 NA NA 1 NA 1 NA 0 NA NA 1 1 NA NA 0 NA 1 NA 1 NA NA NA NA NA 1 NA NA 0 NA NA NA NA NA 0 0 1 1 1 1 1 1 1 NA 1 0 0 NA NA 1 NA NA NA NA NA 0 NA 0 1 NA NA 0 0 0 NA NA 0 1 1 NA NA NA NA 1 NA 1 NA 1 NA NA NA
"Scaffold9954_99575" NA NA 1 NA NA NA NA 0 NA 1 1 1 0 1 NA 1 0 NA 1 1 1 1 0 NA 0 NA 1 0 1 NA 0 NA NA NA 1 NA NA 0 NA NA 0 1 0 0 NA 1 1 NA 1 1 1 1 NA 1 0 0 NA NA 1 NA 1 1 0 0 0 1 0 1 NA 1 NA 0 0 NA NA 0 1 1 1 0 1 NA 1 1 NA NA 1 NA 1 1
"Scaffold9954_134579" NA 0 1 NA NA NA 0 NA NA 1 NA 1 NA 1 0 1 NA 0 NA 1 1 1 0 0 0 0 1 0 1 1 0 NA NA NA 1 1 0 0 NA NA 0 NA 0 NA 0 1 1 1 NA 1 1 1 1 1 NA 0 NA NA 1 1 1 1 NA 0 0 1 0 NA NA NA NA 0 NA NA 1 NA 1 1 1 NA 1 NA 1 1 NA NA 1 0 1 NA
"Scaffold9954_260566" 0 NA 1 NA 1 NA 0 NA NA 1 NA NA 1 0 0 0 1 0 0 1 1 0 0 NA 0 1 1 NA 0 NA 0 NA 1 1 1 NA 0 NA NA NA NA 0 NA 1 1 1 0 NA 0 0 0 1 0 0 1 1 NA 0 NA 0 0 0 1 0 0 1 NA 1 NA NA 1 1 NA NA 0 NA NA NA 1 0 NA NA 1 1 1 1 0 NA 1 NA
"Scaffold9954_260590" 1 NA 1 NA 0 NA 0 NA NA 1 NA NA 0 1 NA 1 0 NA 1 1 1 1 0 NA 0 0 1 NA 1 NA 0 NA NA 0 1 NA 0 NA NA NA NA 1 NA 0 0 1 NA NA NA 1 1 1 1 1 0 0 NA NA NA 1 1 1 NA 0 0 1 NA 1 NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA 1 1 0 1 NA 1 NA
"Scaffold9954_316402" NA NA NA NA 0 NA NA 0 NA 1 1 NA NA 1 NA 1 0 0 1 NA NA 1 NA NA NA 0 1 0 NA NA 0 NA 1 NA 1 1 0 0 NA NA 0 NA NA 0 0 1 1 1 1 1 1 1 1 1 0 0 NA NA 1 1 NA 1 0 0 0 1 NA 1 1 NA 0 0 NA NA 1 0 1 1 1 NA 1 NA NA NA 1 NA 1 0 1 NA
"Scaffold9954_349199" NA NA 1 NA 0 1 0 0 NA 1 1 1 NA 1 0 1 NA 0 1 1 1 1 0 NA 0 NA 1 0 1 1 0 NA 1 0 1 NA 0 NA NA NA 0 NA NA NA 0 1 1 1 1 1 NA 1 1 NA NA 0 0 0 1 1 NA 1 0 NA NA 1 0 NA 1 NA 0 0 NA NA 1 0 1 NA 1 NA 1 NA NA 1 1 NA 1 0 1 NA
"Scaffold9954_349371" 1 0 0 NA NA NA NA NA 1 0 NA 0 NA 1 NA 1 0 1 1 0 0 1 1 NA NA NA 0 1 1 NA 1 0 NA NA 0 NA 1 NA NA NA 1 1 1 NA 0 0 1 0 1 1 1 0 1 1 0 NA NA NA 0 NA NA 1 0 NA 1 0 1 0 1 NA 0 0 1 0 NA 0 1 NA 0 NA 1 NA 0 0 0 NA 1 NA 0 0
"Scaffold9954_379014" NA 1 1 NA 1 0 0 1 NA 1 NA NA NA NA 0 NA NA NA NA NA 1 0 0 NA NA 1 1 0 0 1 0 NA NA NA 1 NA 0 1 NA NA 0 0 NA 1 1 1 0 NA 0 0 NA NA NA NA 1 NA NA NA 1 0 0 NA 1 NA 0 1 NA 1 0 NA 1 NA NA NA NA 1 NA NA 1 NA 0 NA 1 NA 1 1 0 NA 1 NA
"Scaffold9954_525303" 1 NA 1 NA 0 NA 0 0 NA 1 1 1 NA 1 0 NA 0 0 1 1 1 1 0 NA NA NA 1 0 1 1 0 NA NA NA 1 1 0 NA NA NA 0 1 0 0 NA 1 1 1 1 1 NA NA 1 1 0 0 NA 0 1 1 1 1 0 0 0 NA NA 1 1 1 NA 0 0 NA NA NA NA 1 1 0 1 NA NA 1 1 NA 1 0 1 NA
"Scaffold9954_652036" NA NA 1 NA NA NA NA NA NA NA 0 1 NA 0 NA 0 1 0 0 NA 1 NA 0 NA NA 1 1 0 NA 1 0 0 NA NA 1 1 NA 1 NA NA 0 0 NA NA NA 1 0 NA 0 0 0 NA NA 0 1 NA NA 0 1 NA 0 0 1 0 NA 1 NA 1 NA NA 1 1 NA NA NA NA 0 0 1 NA NA NA NA 1 1 NA 0 NA 1 1
"Scaffold9954_784227" NA 1 0 NA NA NA NA NA NA 0 NA 0 NA NA 2 1 1 2 NA NA 0 1 NA NA NA 1 NA 2 1 NA 2 NA NA NA 0 0 2 NA NA 1 NA 1 NA 1 1 0 1 0 1 1 1 0 NA 1 NA NA 2 NA 0 NA 1 1 NA 2 2 1 NA 0 1 0 1 1 2 NA NA 1 1 1 0 NA NA NA 0 NA NA NA NA NA 0 0
"Scaffold9954_1009642" 1 0 1 NA 0 1 0 0 NA 1 NA NA NA 1 NA NA NA 0 1 NA 1 1 0 NA 0 NA 1 0 1 1 NA NA 1 NA 1 NA 0 0 0 NA 0 1 0 0 0 1 NA 1 1 NA 1 NA 1 1 NA NA NA 0 1 1 1 1 0 0 0 0 0 1 NA NA 0 0 NA NA NA 0 1 1 1 0 NA NA NA NA 1 0 NA 0 1 1
"Scaffold9955_51009" NA 1 2 NA NA NA 2 NA 1 2 NA 2 NA NA NA 2 1 NA NA 2 NA NA 1 NA 2 1 1 2 1 2 1 NA NA NA 1 2 1 2 NA NA 1 1 NA NA NA 1 2 2 1 2 2 2 NA NA 2 NA NA 1 NA NA 1 1 1 NA 2 1 1 1 1 NA NA 2 NA 1 NA 1 1 NA 2 NA 2 NA NA 1 2 1 2 NA NA NA
"Scaffold9955_277659" 1 NA NA NA NA NA 0 NA NA 0 0 1 1 0 0 1 1 1 0 NA NA NA 0 NA NA 1 0 NA 0 NA 0 NA 1 NA 0 0 1 0 NA NA 0 NA NA 1 1 1 0 NA 1 1 1 1 1 1 1 0 NA NA 1 0 NA 1 0 NA NA 1 NA NA 1 0 1 1 0 NA NA 1 1 NA 0 NA NA NA 1 NA NA 1 0 NA NA 1
"Scaffold9955_398437" NA 0 1 NA 0 1 1 NA 0 1 NA 1 NA 0 NA 1 0 1 NA 1 1 0 0 NA 1 0 0 1 0 1 0 NA NA 1 0 NA 0 NA NA NA 1 0 NA 0 1 0 NA NA 0 1 NA 1 0 1 NA NA NA NA 1 NA 0 NA NA 1 1 NA 0 0 NA 1 NA 1 1 NA NA 0 NA NA 1 1 1 NA 0 NA 1 NA 0 NA 1 NA
"Scaffold9955_426027" NA NA 1 NA NA 1 NA 0 NA 1 1 NA 1 0 1 1 0 1 0 1 1 0 0 NA 1 NA 0 1 NA 1 0 NA NA NA 0 1 0 1 NA NA NA 0 0 0 1 0 NA 1 0 NA 1 NA 0 1 NA NA 1 0 NA NA 0 NA 0 1 1 0 0 0 NA NA 1 1 1 NA 0 NA NA 0 1 NA 1 NA NA 0 1 0 0 NA 1 1
"Scaffold9955_428103" 0 0 1 NA 0 NA NA 0 NA 1 1 1 NA 0 NA 1 0 NA NA 1 1 0 0 NA NA 0 0 1 0 1 NA NA NA NA 0 1 NA 1 NA 1 1 0 NA 0 1 0 1 1 0 1 1 1 0 1 1 1 NA NA 1 NA 0 0 0 1 1 0 NA 0 0 NA 1 1 1 NA NA 0 0 1 1 NA NA NA NA NA 1 0 0 0 1 NA
"Scaffold9955_495414" 1 NA 0 NA 1 0 0 1 NA 0 NA 0 NA 1 0 0 1 0 1 0 0 1 NA NA 0 1 1 0 NA NA NA 0 0 0 1 0 1 0 NA 0 0 NA NA 1 0 1 0 0 1 0 0 0 1 0 NA 0 0 NA 0 1 1 1 1 0 0 1 NA 1 1 0 0 0 0 1 NA 1 1 NA 0 0 0 NA 1 NA NA NA 1 1 0 0
"Scaffold9955_754519" NA 0 0 NA 1 NA 1 1 NA 1 1 NA NA 1 NA 0 NA 0 NA NA NA 1 1 NA NA 0 1 NA 1 NA 1 NA 0 NA 1 1 NA 1 NA 1 1 NA 1 0 NA 0 1 1 0 0 0 0 0 NA NA NA NA NA 0 1 NA NA NA NA 0 NA NA 0 0 NA NA 0 1 NA NA 0 NA 0 1 0 0 NA 0 0 NA NA NA NA NA 0
"Scaffold9955_923595" NA NA NA NA 1 NA NA 1 NA 1 NA 0 NA 1 1 0 0 0 1 0 0 1 NA NA 0 0 1 0 1 1 NA NA NA NA 1 NA 0 1 NA 1 1 NA 1 NA NA 0 1 1 0 0 0 0 0 0 0 NA NA NA 0 1 NA 0 NA NA NA 0 0 0 0 NA 0 0 1 NA NA 0 NA NA 1 NA 0 NA 0 0 NA NA 1 NA 0 NA
"Scaffold9955_1157027" NA NA 0 NA 1 NA NA 1 NA NA NA 0 0 1 1 NA NA 0 1 0 0 NA NA NA 0 0 NA NA 1 NA NA NA NA NA 1 1 0 1 NA NA 1 NA 1 NA NA 0 1 NA 0 0 NA NA 0 0 NA NA NA NA 0 1 NA 0 0 NA NA 0 NA 0 0 1 NA 0 1 NA NA 0 0 0 NA NA NA NA NA NA NA NA 1 0 0 NA
"Scaffold9955_1214049" NA 2 1 NA 1 NA 0 NA 1 0 NA NA NA NA 0 1 2 NA 1 1 1 1 NA NA 0 2 1 1 1 NA 1 NA NA 1 1 NA NA NA NA NA 0 NA 1 2 1 2 1 0 2 1 1 NA NA NA NA 0 NA NA 1 NA 2 2 2 1 NA 2 2 NA NA NA 1 1 NA NA NA 2 2 1 NA NA NA NA 2 2 1 NA 1 2 1 1
"Scaffold9955_1220722" 2 NA 1 NA NA NA 0 NA NA 0 NA NA NA 1 NA NA 2 1 1 1 NA NA 1 NA 1 2 1 1 1 0 1 NA 1 NA NA 0 2 0 NA 0 0 2 1 2 1 2 1 0 2 1 1 2 NA 1 1 NA 1 1 1 1 NA 2 2 1 NA 2 2 NA 2 NA 1 1 NA NA 1 2 2 1 0 NA 1 NA 2 2 1 NA 1 NA 1 NA
"Scaffold9955_1467257" NA NA NA NA NA NA 2 NA 2 2 NA NA 2 2 NA NA NA NA 2 1 1 2 NA 1 1 1 2 NA 2 NA 2 NA NA 1 2 2 1 2 NA 2 2 NA 2 1 1 1 2 2 NA 1 1 1 1 NA 1 2 1 2 1 2 1 1 1 NA 1 1 1 1 1 2 NA 1 2 NA NA NA 1 1 2 NA 1 NA 1 1 NA NA 2 NA 1 1
"Scaffold9955_1691735" NA NA 1 NA 1 NA NA 1 NA NA NA 1 NA 1 NA NA 2 1 1 NA 1 1 NA NA NA NA NA NA NA NA 2 NA 1 1 NA 0 2 0 NA NA 0 2 1 NA 1 2 1 0 2 1 1 2 NA NA NA NA NA 1 1 1 NA 2 2 NA 2 NA NA 2 2 0 NA 1 NA NA NA 2 2 NA 0 2 1 NA 2 NA 1 NA NA NA NA 1
"Scaffold9956_91774" NA NA NA NA 1 NA 1 NA NA NA NA NA NA NA NA 1 1 NA 0 0 0 0 0 NA NA 1 1 NA 1 NA NA NA 0 NA 0 1 1 NA NA NA 0 0 NA NA NA NA NA 0 1 0 1 0 1 NA 0 NA 0 NA 0 1 0 1 1 0 1 0 NA NA NA NA 1 1 1 NA 1 NA NA 0 0 NA NA NA 0 NA 0 NA NA NA NA 1
"Scaffold9956_1026894" NA 0 1 NA NA NA 1 NA 0 1 NA 0 NA 0 0 0 1 NA 0 NA NA NA 1 0 1 0 0 1 NA 1 NA NA 1 0 0 NA NA 0 NA NA 0 0 0 1 0 0 1 0 NA 1 0 0 1 0 0 0 NA NA 1 NA 0 1 0 0 0 1 0 0 0 0 1 0 NA NA NA NA 0 NA 1 NA NA NA 0 NA NA NA 1 1 NA NA
"Scaffold9956_1161024" NA NA 0 NA NA NA 0 0 NA 0 1 1 NA 1 0 NA 0 1 NA 1 1 0 NA NA NA 1 1 0 0 NA NA NA NA NA 1 1 1 NA NA NA 1 NA 1 NA NA 1 NA NA 0 0 1 1 NA 1 1 1 NA NA 0 0 1 0 NA NA NA 0 1 NA NA NA 0 1 0 NA NA NA 1 1 0 NA 1 NA 1 1 0 NA 0 NA 1 0
"Scaffold9956_1231892" NA 1 NA NA 1 NA 1 NA NA 1 NA NA NA 1 NA 1 1 NA 0 0 NA 0 0 NA 1 1 NA 0 1 NA NA NA 0 0 NA 1 1 NA NA NA 0 NA 1 0 NA 0 0 0 1 NA 1 0 1 0 0 0 NA 1 0 1 0 1 1 0 NA 0 NA 1 0 NA 1 1 NA NA NA 0 NA 0 0 NA 1 NA NA 0 0 NA 1 NA NA 1
"Scaffold9956_1322789" NA NA 0 1 0 NA 0 0 NA NA 1 1 NA 1 NA 1 0 1 1 NA NA 0 0 NA 0 1 NA 0 0 0 0 0 NA NA 1 1 1 1 NA 0 1 NA NA 0 NA 1 0 NA NA 0 1 1 0 1 1 1 NA NA 0 0 1 0 1 NA 1 NA 1 NA 1 1 0 1 0 0 0 1 1 1 0 NA 1 NA NA 1 0 NA 0 0 1 0
"Scaffold9956_1458434" 1 1 2 NA 2 NA 2 NA NA 2 1 1 NA 1 NA NA NA NA NA 1 NA 2 2 NA 2 NA NA NA NA 2 NA NA NA NA NA 1 NA 1 NA NA 1 NA NA 2 1 1 2 NA 2 NA NA NA NA 1 NA 1 NA 1 NA NA NA NA 1 1 NA NA 1 NA NA NA 2 1 2 NA NA 1 1 1 NA 1 1 NA NA 1 2 NA NA 2 NA 2
